countryEnglishName,provinceEnglishName,total_confirmedCount,total_curedCount,total_deadCount,updateTime,report_date
United Arab Emirates,United Arab Emirates,9,4,0,18/02/2020 07:13,18/02/2020
United Kingdom,United Kingdom,9,8,0,18/02/2020 07:13,18/02/2020
India,India,3,3,0,18/02/2020 07:13,18/02/2020
Belgium,Belgium,1,1,0,18/02/2020 07:13,18/02/2020
Diamond Princess Cruise Ship,Diamond Princess Cruise Ship,454,0,0,18/02/2020 06:47,18/02/2020
Singapore,Singapore,77,24,0,18/02/2020 06:47,18/02/2020
Japan,Japan,62,12,1,18/02/2020 06:47,18/02/2020
Thailand,Thailand,35,14,0,18/02/2020 06:47,18/02/2020
Korea,Korea,30,9,0,18/02/2020 06:47,18/02/2020
Australia,Australia,15,10,0,18/02/2020 06:47,18/02/2020
United Arab Emirates,United Arab Emirates,9,4,0,18/02/2020 06:47,18/02/2020
India,India,3,3,0,18/02/2020 06:47,18/02/2020
Belgium,Belgium,1,1,0,18/02/2020 06:47,18/02/2020
Thailand,Thailand,35,14,0,17/02/2020 23:43,17/02/2020
Singapore,Singapore,77,24,0,17/02/2020 22:13,17/02/2020
Diamond Princess Cruise Ship,Diamond Princess Cruise Ship,454,0,0,17/02/2020 18:59,17/02/2020
Singapore,Singapore,75,19,0,17/02/2020 18:59,17/02/2020
Korea,Korea,30,9,0,17/02/2020 18:59,17/02/2020
United Arab Emirates,United Arab Emirates,9,4,0,17/02/2020 18:59,17/02/2020
Belgium,Belgium,1,1,0,17/02/2020 18:59,17/02/2020
Diamond Princess Cruise Ship,Diamond Princess Cruise Ship,454,0,0,17/02/2020 17:05,17/02/2020
Singapore,Singapore,75,19,0,17/02/2020 17:05,17/02/2020
Japan,Japan,62,12,1,17/02/2020 17:05,17/02/2020
Korea,Korea,30,9,0,17/02/2020 17:05,17/02/2020
Thailand,Thailand,34,14,0,17/02/2020 17:05,17/02/2020
Malaysia,Malaysia,22,7,0,17/02/2020 17:05,17/02/2020
France,France,12,4,1,17/02/2020 17:05,17/02/2020
Canada,Canada,8,2,0,17/02/2020 17:05,17/02/2020
Australia,Australia,15,10,0,17/02/2020 17:05,17/02/2020
United Arab Emirates,United Arab Emirates,9,4,0,17/02/2020 17:05,17/02/2020
United Kingdom,United Kingdom,9,8,0,17/02/2020 17:05,17/02/2020
India,India,3,3,0,17/02/2020 17:05,17/02/2020
Belgium,Belgium,1,1,0,17/02/2020 17:05,17/02/2020
Diamond Princess Cruise Ship,Diamond Princess Cruise Ship,454,0,0,17/02/2020 17:01,17/02/2020
Diamond Princess Cruise Ship,Diamond Princess Cruise Ship,355,0,0,17/02/2020 12:24,17/02/2020
Singapore,Singapore,75,19,0,17/02/2020 12:24,17/02/2020
Japan,Japan,62,12,1,17/02/2020 12:24,17/02/2020
Korea,Korea,30,9,0,17/02/2020 12:24,17/02/2020
Thailand,Thailand,34,14,0,17/02/2020 12:24,17/02/2020
Malaysia,Malaysia,22,7,0,17/02/2020 12:24,17/02/2020
France,France,12,4,1,17/02/2020 12:24,17/02/2020
Canada,Canada,8,2,0,17/02/2020 12:24,17/02/2020
Australia,Australia,15,10,0,17/02/2020 12:24,17/02/2020
United Arab Emirates,United Arab Emirates,9,4,0,17/02/2020 12:24,17/02/2020
United Kingdom,United Kingdom,9,8,0,17/02/2020 12:24,17/02/2020
Egypt,Egypt,1,0,0,17/02/2020 12:24,17/02/2020
India,India,3,3,0,17/02/2020 12:24,17/02/2020
Belgium,Belgium,1,1,0,17/02/2020 12:24,17/02/2020
Singapore,Singapore,75,19,0,17/02/2020 11:27,17/02/2020
Korea,Korea,30,9,0,17/02/2020 11:27,17/02/2020
United Arab Emirates,United Arab Emirates,9,4,0,17/02/2020 11:27,17/02/2020
Belgium,Belgium,1,1,0,17/02/2020 11:27,17/02/2020
Korea,Korea,30,9,0,17/02/2020 10:45,17/02/2020
Singapore,Singapore,75,19,0,17/02/2020 10:40,17/02/2020
Korea,Korea,30,9,0,17/02/2020 10:40,17/02/2020
Singapore,Singapore,75,19,0,17/02/2020 10:03,17/02/2020
United Arab Emirates,United Arab Emirates,9,4,0,17/02/2020 10:03,17/02/2020
United Arab Emirates,United Arab Emirates,9,4,0,17/02/2020 09:59,17/02/2020
Diamond Princess Cruise Ship,Diamond Princess Cruise Ship,355,0,0,17/02/2020 09:02,17/02/2020
Singapore,Singapore,72,18,0,17/02/2020 09:02,17/02/2020
Japan,Japan,62,12,1,17/02/2020 09:02,17/02/2020
Thailand,Thailand,34,14,0,17/02/2020 09:02,17/02/2020
Korea,Korea,29,9,0,17/02/2020 09:02,17/02/2020
Malaysia,Malaysia,22,7,0,17/02/2020 09:02,17/02/2020
France,France,12,4,1,17/02/2020 09:02,17/02/2020
Canada,Canada,8,2,0,17/02/2020 09:02,17/02/2020
Australia,Australia,15,10,0,17/02/2020 09:02,17/02/2020
United Arab Emirates,United Arab Emirates,8,4,0,17/02/2020 09:02,17/02/2020
United Kingdom,United Kingdom,9,8,0,17/02/2020 09:02,17/02/2020
India,India,3,3,0,17/02/2020 09:02,17/02/2020
Diamond Princess Cruise Ship,Diamond Princess Cruise Ship,355,0,0,17/02/2020 08:37,17/02/2020
Singapore,Singapore,72,18,0,17/02/2020 08:37,17/02/2020
Japan,Japan,62,12,1,17/02/2020 08:37,17/02/2020
Thailand,Thailand,34,14,0,17/02/2020 08:37,17/02/2020
Korea,Korea,29,9,0,17/02/2020 08:37,17/02/2020
Malaysia,Malaysia,22,7,0,17/02/2020 08:37,17/02/2020
France,France,12,4,1,17/02/2020 08:37,17/02/2020
Canada,Canada,8,2,0,17/02/2020 08:37,17/02/2020
Australia,Australia,15,10,0,17/02/2020 08:37,17/02/2020
United Arab Emirates,United Arab Emirates,8,4,0,17/02/2020 08:37,17/02/2020
United Kingdom,United Kingdom,9,8,0,17/02/2020 08:37,17/02/2020
India,India,3,3,0,17/02/2020 08:37,17/02/2020
Diamond Princess Cruise Ship,Diamond Princess Cruise Ship,355,0,0,17/02/2020 08:00,17/02/2020
Singapore,Singapore,72,18,0,17/02/2020 08:00,17/02/2020
Japan,Japan,62,12,1,17/02/2020 08:00,17/02/2020
Thailand,Thailand,34,14,0,17/02/2020 08:00,17/02/2020
Korea,Korea,29,9,0,17/02/2020 08:00,17/02/2020
Malaysia,Malaysia,22,7,0,17/02/2020 08:00,17/02/2020
Germany,Germany,16,1,0,17/02/2020 08:00,17/02/2020
United States of America,United States of America,15,3,0,17/02/2020 08:00,17/02/2020
Vietnam,Vietnam,16,7,0,17/02/2020 08:00,17/02/2020
France,France,12,4,1,17/02/2020 08:00,17/02/2020
Canada,Canada,8,2,0,17/02/2020 08:00,17/02/2020
Australia,Australia,15,10,0,17/02/2020 08:00,17/02/2020
United Arab Emirates,United Arab Emirates,8,4,0,17/02/2020 08:00,17/02/2020
United Kingdom,United Kingdom,9,8,0,17/02/2020 08:00,17/02/2020
Egypt,Egypt,1,0,0,17/02/2020 08:00,17/02/2020
India,India,3,3,0,17/02/2020 08:00,17/02/2020
Russia,Russia,2,2,0,17/02/2020 08:00,17/02/2020
Japan,Japan,62,12,1,17/02/2020 07:48,17/02/2020
Diamond Princess Cruise Ship,Diamond Princess Cruise Ship,355,0,0,16/02/2020 23:30,16/02/2020
Singapore,Singapore,72,18,0,16/02/2020 23:30,16/02/2020
Japan,Japan,62,12,1,16/02/2020 23:30,16/02/2020
Thailand,Thailand,34,14,0,16/02/2020 23:30,16/02/2020
Korea,Korea,29,9,0,16/02/2020 23:30,16/02/2020
Malaysia,Malaysia,22,7,0,16/02/2020 23:30,16/02/2020
Germany,Germany,16,1,0,16/02/2020 23:30,16/02/2020
United States of America,United States of America,15,3,0,16/02/2020 23:30,16/02/2020
Vietnam,Vietnam,16,7,0,16/02/2020 23:30,16/02/2020
France,France,12,4,1,16/02/2020 23:30,16/02/2020
Canada,Canada,8,2,0,16/02/2020 23:30,16/02/2020
Australia,Australia,15,10,0,16/02/2020 23:30,16/02/2020
United Arab Emirates,United Arab Emirates,8,4,0,16/02/2020 23:30,16/02/2020
Spain,Spain,2,0,0,16/02/2020 23:30,16/02/2020
Nepal,Nepal,1,0,0,16/02/2020 23:30,16/02/2020
SriLanka,SriLanka,1,0,0,16/02/2020 23:30,16/02/2020
United Kingdom,United Kingdom,9,8,0,16/02/2020 23:30,16/02/2020
Sweden,Sweden,1,0,0,16/02/2020 23:30,16/02/2020
Philippines,Philippines,3,1,1,16/02/2020 23:30,16/02/2020
Belgium,Belgium,1,0,0,16/02/2020 23:30,16/02/2020
Egypt,Egypt,1,0,0,16/02/2020 23:30,16/02/2020
Kampuchea (Cambodia ),Kampuchea (Cambodia ),1,1,0,16/02/2020 23:30,16/02/2020
Finland,Finland,1,1,0,16/02/2020 23:30,16/02/2020
India,India,3,3,0,16/02/2020 23:30,16/02/2020
Russia,Russia,2,2,0,16/02/2020 23:30,16/02/2020
Japan,Japan,62,12,1,16/02/2020 19:05,16/02/2020
Diamond Princess Cruise Ship,Diamond Princess Cruise Ship,355,0,0,16/02/2020 18:09,16/02/2020
Singapore,Singapore,72,18,0,16/02/2020 18:09,16/02/2020
Japan,Japan,56,12,1,16/02/2020 18:09,16/02/2020
Thailand,Thailand,34,14,0,16/02/2020 18:09,16/02/2020
Korea,Korea,29,9,0,16/02/2020 18:09,16/02/2020
Malaysia,Malaysia,22,7,0,16/02/2020 18:09,16/02/2020
Germany,Germany,16,1,0,16/02/2020 18:09,16/02/2020
United States of America,United States of America,15,3,0,16/02/2020 18:09,16/02/2020
Vietnam,Vietnam,16,7,0,16/02/2020 18:09,16/02/2020
France,France,12,4,1,16/02/2020 18:09,16/02/2020
Canada,Canada,8,2,0,16/02/2020 18:09,16/02/2020
Australia,Australia,15,10,0,16/02/2020 18:09,16/02/2020
United Arab Emirates,United Arab Emirates,8,4,0,16/02/2020 18:09,16/02/2020
Spain,Spain,2,0,0,16/02/2020 18:09,16/02/2020
Nepal,Nepal,1,0,0,16/02/2020 18:09,16/02/2020
SriLanka,SriLanka,1,0,0,16/02/2020 18:09,16/02/2020
United Kingdom,United Kingdom,9,8,0,16/02/2020 18:09,16/02/2020
Sweden,Sweden,1,0,0,16/02/2020 18:09,16/02/2020
Philippines,Philippines,3,1,1,16/02/2020 18:09,16/02/2020
Belgium,Belgium,1,0,0,16/02/2020 18:09,16/02/2020
Egypt,Egypt,1,0,0,16/02/2020 18:09,16/02/2020
Kampuchea (Cambodia ),Kampuchea (Cambodia ),1,1,0,16/02/2020 18:09,16/02/2020
Finland,Finland,1,1,0,16/02/2020 18:09,16/02/2020
India,India,3,3,0,16/02/2020 18:09,16/02/2020
Russia,Russia,2,2,0,16/02/2020 18:09,16/02/2020
Japan,Japan,56,12,1,16/02/2020 17:20,16/02/2020
India,India,3,3,0,16/02/2020 15:36,16/02/2020
Australia,Australia,15,10,0,16/02/2020 15:24,16/02/2020
Diamond Princess Cruise Ship,Diamond Princess Cruise Ship,355,0,0,16/02/2020 14:19,16/02/2020
Diamond Princess Cruise Ship,Diamond Princess Cruise Ship,355,0,0,16/02/2020 14:12,16/02/2020
Diamond Princess Cruise Ship,Diamond Princess Cruise Ship,355,0,0,16/02/2020 14:05,16/02/2020
Diamond Princess Cruise Ship,Diamond Princess Cruise Ship,355,0,0,16/02/2020 13:57,16/02/2020
Japan,Japan,53,12,1,16/02/2020 13:57,16/02/2020
Japan,Japan,408,12,1,16/02/2020 13:15,16/02/2020
Singapore,Singapore,72,18,0,16/02/2020 13:15,16/02/2020
Thailand,Thailand,34,14,0,16/02/2020 13:15,16/02/2020
Korea,Korea,29,9,0,16/02/2020 13:15,16/02/2020
Malaysia,Malaysia,22,7,0,16/02/2020 13:15,16/02/2020
France,France,12,4,1,16/02/2020 13:15,16/02/2020
Canada,Canada,8,2,0,16/02/2020 13:15,16/02/2020
United Arab Emirates,United Arab Emirates,8,4,0,16/02/2020 13:15,16/02/2020
India,India,3,2,0,16/02/2020 13:15,16/02/2020
United Kingdom,United Kingdom,9,8,0,16/02/2020 13:15,16/02/2020
Egypt,Egypt,1,0,0,16/02/2020 13:15,16/02/2020
Japan,Japan,408,12,1,16/02/2020 11:31,16/02/2020
Singapore,Singapore,72,18,0,16/02/2020 11:31,16/02/2020
Thailand,Thailand,34,14,0,16/02/2020 11:31,16/02/2020
Korea,Korea,29,9,0,16/02/2020 11:31,16/02/2020
Malaysia,Malaysia,22,7,0,16/02/2020 11:31,16/02/2020
France,France,12,4,1,16/02/2020 11:31,16/02/2020
Canada,Canada,8,2,0,16/02/2020 11:31,16/02/2020
United Arab Emirates,United Arab Emirates,8,4,0,16/02/2020 11:31,16/02/2020
India,India,3,2,0,16/02/2020 11:31,16/02/2020
United Kingdom,United Kingdom,9,8,0,16/02/2020 11:31,16/02/2020
Egypt,Egypt,1,0,0,16/02/2020 11:31,16/02/2020
Japan,Japan,326,12,1,16/02/2020 00:06,16/02/2020
Singapore,Singapore,72,17,0,16/02/2020 00:06,16/02/2020
France,France,11,0,1,16/02/2020 00:06,16/02/2020
Singapore,Singapore,72,17,0,15/02/2020 21:49,15/02/2020
Japan,Japan,326,12,1,15/02/2020 18:39,15/02/2020
Singapore,Singapore,67,17,0,15/02/2020 18:39,15/02/2020
Thailand,Thailand,33,13,0,15/02/2020 18:39,15/02/2020
France,France,11,0,1,15/02/2020 18:39,15/02/2020
Vietnam,Vietnam,16,7,0,15/02/2020 18:39,15/02/2020
Canada,Canada,8,2,0,15/02/2020 18:39,15/02/2020
United Arab Emirates,United Arab Emirates,8,3,0,15/02/2020 18:39,15/02/2020
Egypt,Egypt,1,0,0,15/02/2020 18:39,15/02/2020
Russia,Russia,2,2,0,15/02/2020 18:39,15/02/2020
Japan,Japan,326,12,1,15/02/2020 17:45,15/02/2020
Japan,Japan,259,12,1,15/02/2020 14:42,15/02/2020
Thailand,Thailand,33,13,0,15/02/2020 14:42,15/02/2020
Canada,Canada,8,2,0,15/02/2020 14:42,15/02/2020
United Arab Emirates,United Arab Emirates,8,3,0,15/02/2020 14:42,15/02/2020
United Arab Emirates,United Arab Emirates,8,3,0,15/02/2020 14:02,15/02/2020
Thailand,Thailand,33,13,0,15/02/2020 13:55,15/02/2020
Japan,Japan,259,12,1,15/02/2020 13:49,15/02/2020
Canada,Canada,8,2,0,15/02/2020 13:49,15/02/2020
Japan,Japan,253,9,1,15/02/2020 12:28,15/02/2020
Singapore,Singapore,67,17,0,15/02/2020 12:28,15/02/2020
United States of America,United States of America,15,3,0,15/02/2020 12:28,15/02/2020
Vietnam,Vietnam,16,7,0,15/02/2020 12:28,15/02/2020
Egypt,Egypt,1,0,0,15/02/2020 12:28,15/02/2020
Russia,Russia,2,2,0,15/02/2020 12:28,15/02/2020
Japan,Japan,253,9,1,15/02/2020 11:23,15/02/2020
Singapore,Singapore,67,17,0,15/02/2020 11:23,15/02/2020
Thailand,Thailand,33,10,0,15/02/2020 11:23,15/02/2020
Korea,Korea,28,7,0,15/02/2020 11:23,15/02/2020
Malaysia,Malaysia,19,3,0,15/02/2020 11:23,15/02/2020
Germany,Germany,16,1,0,15/02/2020 11:23,15/02/2020
United States of America,United States of America,15,3,0,15/02/2020 11:23,15/02/2020
France,France,11,0,0,15/02/2020 11:23,15/02/2020
Australia,Australia,15,5,0,15/02/2020 11:23,15/02/2020
Vietnam,Vietnam,16,7,0,15/02/2020 11:23,15/02/2020
United Kingdom,United Kingdom,9,0,0,15/02/2020 11:23,15/02/2020
United Arab Emirates,United Arab Emirates,8,1,0,15/02/2020 11:23,15/02/2020
Canada,Canada,7,2,0,15/02/2020 11:23,15/02/2020
India,India,3,0,0,15/02/2020 11:23,15/02/2020
Spain,Spain,2,0,0,15/02/2020 11:23,15/02/2020
Nepal,Nepal,1,0,0,15/02/2020 11:23,15/02/2020
SriLanka,SriLanka,1,0,0,15/02/2020 11:23,15/02/2020
Sweden,Sweden,1,0,0,15/02/2020 11:23,15/02/2020
Philippines,Philippines,3,1,1,15/02/2020 11:23,15/02/2020
Belgium,Belgium,1,0,0,15/02/2020 11:23,15/02/2020
Egypt,Egypt,1,0,0,15/02/2020 11:23,15/02/2020
Kampuchea (Cambodia ),Kampuchea (Cambodia ),1,1,0,15/02/2020 11:23,15/02/2020
Finland,Finland,1,1,0,15/02/2020 11:23,15/02/2020
Russia,Russia,2,2,0,15/02/2020 11:23,15/02/2020
Japan,Japan,253,9,1,15/02/2020 08:15,15/02/2020
Singapore,Singapore,67,17,0,15/02/2020 08:15,15/02/2020
Vietnam,Vietnam,16,7,0,15/02/2020 08:15,15/02/2020
Egypt,Egypt,1,0,0,15/02/2020 08:15,15/02/2020
Russia,Russia,2,2,0,15/02/2020 08:15,15/02/2020
Japan,Japan,253,9,1,15/02/2020 07:27,15/02/2020
Singapore,Singapore,67,17,0,15/02/2020 07:27,15/02/2020
Thailand,Thailand,33,10,0,15/02/2020 07:27,15/02/2020
Korea,Korea,28,7,0,15/02/2020 07:27,15/02/2020
Malaysia,Malaysia,19,3,0,15/02/2020 07:27,15/02/2020
Germany,Germany,16,1,0,15/02/2020 07:27,15/02/2020
United States of America,United States of America,15,3,0,15/02/2020 07:27,15/02/2020
France,France,11,0,0,15/02/2020 07:27,15/02/2020
Australia,Australia,15,5,0,15/02/2020 07:27,15/02/2020
Vietnam,Vietnam,16,7,0,15/02/2020 07:27,15/02/2020
United Kingdom,United Kingdom,9,0,0,15/02/2020 07:27,15/02/2020
United Arab Emirates,United Arab Emirates,8,1,0,15/02/2020 07:27,15/02/2020
Canada,Canada,7,2,0,15/02/2020 07:27,15/02/2020
India,India,3,0,0,15/02/2020 07:27,15/02/2020
Spain,Spain,2,0,0,15/02/2020 07:27,15/02/2020
Nepal,Nepal,1,0,0,15/02/2020 07:27,15/02/2020
SriLanka,SriLanka,1,0,0,15/02/2020 07:27,15/02/2020
Sweden,Sweden,1,0,0,15/02/2020 07:27,15/02/2020
Philippines,Philippines,3,1,1,15/02/2020 07:27,15/02/2020
Belgium,Belgium,1,0,0,15/02/2020 07:27,15/02/2020
Egypt,Egypt,1,0,0,15/02/2020 07:27,15/02/2020
Kampuchea (Cambodia ),Kampuchea (Cambodia ),1,1,0,15/02/2020 07:27,15/02/2020
Finland,Finland,1,1,0,15/02/2020 07:27,15/02/2020
Russia,Russia,2,2,0,15/02/2020 07:27,15/02/2020
Japan,Japan,253,9,1,15/02/2020 07:19,15/02/2020
Singapore,Singapore,67,17,0,15/02/2020 07:19,15/02/2020
United States of America,United States of America,15,3,0,15/02/2020 07:19,15/02/2020
Vietnam,Vietnam,16,7,0,15/02/2020 07:19,15/02/2020
Egypt,Egypt,1,0,0,15/02/2020 07:19,15/02/2020
Russia,Russia,2,2,0,15/02/2020 07:19,15/02/2020
Japan,Japan,253,9,1,15/02/2020 00:41,15/02/2020
Singapore,Singapore,67,17,0,15/02/2020 00:41,15/02/2020
Vietnam,Vietnam,16,7,0,15/02/2020 00:41,15/02/2020
Russia,Russia,2,2,0,15/02/2020 00:41,15/02/2020
Singapore,Singapore,67,17,0,14/02/2020 20:41,14/02/2020
Japan,Japan,253,9,1,14/02/2020 19:06,14/02/2020
Singapore,Singapore,58,15,0,14/02/2020 19:06,14/02/2020
Korea,Korea,28,7,0,14/02/2020 19:06,14/02/2020
Malaysia,Malaysia,19,3,0,14/02/2020 19:06,14/02/2020
Germany,Germany,16,1,0,14/02/2020 19:06,14/02/2020
United States of America,United States of America,15,3,0,14/02/2020 19:06,14/02/2020
Vietnam,Vietnam,16,7,0,14/02/2020 19:06,14/02/2020
United Kingdom,United Kingdom,9,0,0,14/02/2020 19:06,14/02/2020
Canada,Canada,7,2,0,14/02/2020 19:06,14/02/2020
Russia,Russia,2,2,0,14/02/2020 19:06,14/02/2020
Hongkong,Hongkong,56,1,1,14/02/2020 16:59,14/02/2020
Vietnam,Vietnam,16,7,0,14/02/2020 16:28,14/02/2020
Japan,Japan,253,9,1,14/02/2020 15:32,14/02/2020
Russia,Russia,2,2,0,14/02/2020 15:32,14/02/2020
Japan,Japan,247,9,1,14/02/2020 13:02,14/02/2020
Singapore,Singapore,58,15,0,14/02/2020 13:02,14/02/2020
Malaysia,Malaysia,19,3,0,14/02/2020 13:02,14/02/2020
Germany,Germany,16,1,0,14/02/2020 13:02,14/02/2020
Vietnam,Vietnam,16,3,0,14/02/2020 13:02,14/02/2020
United States of America,United States of America,15,3,0,14/02/2020 13:02,14/02/2020
Japan,Japan,247,9,1,14/02/2020 11:32,14/02/2020
Singapore,Singapore,58,15,0,14/02/2020 11:32,14/02/2020
Korea,Korea,28,7,0,14/02/2020 11:32,14/02/2020
Malaysia,Malaysia,19,3,0,14/02/2020 11:32,14/02/2020
Germany,Germany,16,1,0,14/02/2020 11:32,14/02/2020
Vietnam,Vietnam,16,3,0,14/02/2020 11:32,14/02/2020
United States of America,United States of America,15,3,0,14/02/2020 11:32,14/02/2020
United Kingdom,United Kingdom,9,0,0,14/02/2020 11:32,14/02/2020
Canada,Canada,7,2,0,14/02/2020 11:32,14/02/2020
United States of America,United States of America,15,3,0,14/02/2020 11:16,14/02/2020
United States of America,United States of America,15,3,0,14/02/2020 10:31,14/02/2020
Japan,Japan,247,9,1,14/02/2020 07:54,14/02/2020
Singapore,Singapore,58,15,0,14/02/2020 07:54,14/02/2020
Malaysia,Malaysia,19,3,0,14/02/2020 07:54,14/02/2020
Germany,Germany,16,1,0,14/02/2020 07:54,14/02/2020
Vietnam,Vietnam,16,3,0,14/02/2020 07:54,14/02/2020
Japan,Japan,247,9,1,14/02/2020 07:22,14/02/2020
Singapore,Singapore,58,15,0,14/02/2020 07:22,14/02/2020
Thailand,Thailand,33,10,0,14/02/2020 07:22,14/02/2020
Korea,Korea,28,7,0,14/02/2020 07:22,14/02/2020
Malaysia,Malaysia,19,3,0,14/02/2020 07:22,14/02/2020
Germany,Germany,16,1,0,14/02/2020 07:22,14/02/2020
Vietnam,Vietnam,16,3,0,14/02/2020 07:22,14/02/2020
France,France,11,0,0,14/02/2020 07:22,14/02/2020
United States of America,United States of America,14,3,0,14/02/2020 07:22,14/02/2020
Australia,Australia,15,5,0,14/02/2020 07:22,14/02/2020
United Kingdom,United Kingdom,9,0,0,14/02/2020 07:22,14/02/2020
United Arab Emirates,United Arab Emirates,8,1,0,14/02/2020 07:22,14/02/2020
Canada,Canada,7,2,0,14/02/2020 07:22,14/02/2020
India,India,3,0,0,14/02/2020 07:22,14/02/2020
Russia,Russia,2,0,0,14/02/2020 07:22,14/02/2020
Spain,Spain,2,0,0,14/02/2020 07:22,14/02/2020
Nepal,Nepal,1,0,0,14/02/2020 07:22,14/02/2020
SriLanka,SriLanka,1,0,0,14/02/2020 07:22,14/02/2020
Sweden,Sweden,1,0,0,14/02/2020 07:22,14/02/2020
Philippines,Philippines,3,1,1,14/02/2020 07:22,14/02/2020
Belgium,Belgium,1,0,0,14/02/2020 07:22,14/02/2020
Kampuchea (Cambodia ),Kampuchea (Cambodia ),1,1,0,14/02/2020 07:22,14/02/2020
Finland,Finland,1,1,0,14/02/2020 07:22,14/02/2020
Japan,Japan,247,9,1,14/02/2020 07:20,14/02/2020
Singapore,Singapore,58,15,0,14/02/2020 07:20,14/02/2020
Thailand,Thailand,33,10,0,14/02/2020 07:20,14/02/2020
Korea,Korea,28,7,0,14/02/2020 07:20,14/02/2020
Malaysia,Malaysia,19,3,0,14/02/2020 07:20,14/02/2020
Germany,Germany,16,1,0,14/02/2020 07:20,14/02/2020
Vietnam,Vietnam,16,3,0,14/02/2020 07:20,14/02/2020
France,France,11,0,0,14/02/2020 07:20,14/02/2020
United States of America,United States of America,14,3,0,14/02/2020 07:20,14/02/2020
Australia,Australia,15,5,0,14/02/2020 07:20,14/02/2020
United Kingdom,United Kingdom,9,0,0,14/02/2020 07:20,14/02/2020
United Arab Emirates,United Arab Emirates,8,1,0,14/02/2020 07:20,14/02/2020
Canada,Canada,7,2,0,14/02/2020 07:20,14/02/2020
India,India,3,0,0,14/02/2020 07:20,14/02/2020
Russia,Russia,2,0,0,14/02/2020 07:20,14/02/2020
Spain,Spain,2,0,0,14/02/2020 07:20,14/02/2020
Nepal,Nepal,1,0,0,14/02/2020 07:20,14/02/2020
SriLanka,SriLanka,1,0,0,14/02/2020 07:20,14/02/2020
Sweden,Sweden,1,0,0,14/02/2020 07:20,14/02/2020
Philippines,Philippines,3,1,1,14/02/2020 07:20,14/02/2020
Belgium,Belgium,1,0,0,14/02/2020 07:20,14/02/2020
Kampuchea (Cambodia ),Kampuchea (Cambodia ),1,1,0,14/02/2020 07:20,14/02/2020
Finland,Finland,1,1,0,14/02/2020 07:20,14/02/2020
Germany,Germany,16,1,0,13/02/2020 23:08,13/02/2020
Hongkong,Hongkong,53,1,1,13/02/2020 22:51,13/02/2020
Vietnam,Vietnam,16,3,0,13/02/2020 22:33,13/02/2020
Macao,Macao,10,3,0,13/02/2020 22:12,13/02/2020
Japan,Japan,247,9,1,13/02/2020 20:19,13/02/2020
Singapore,Singapore,58,15,0,13/02/2020 19:56,13/02/2020
Japan,Japan,247,9,0,13/02/2020 19:24,13/02/2020
Singapore,Singapore,50,15,0,13/02/2020 19:24,13/02/2020
Thailand,Thailand,33,10,0,13/02/2020 19:24,13/02/2020
Korea,Korea,28,7,0,13/02/2020 19:24,13/02/2020
Malaysia,Malaysia,19,3,0,13/02/2020 19:24,13/02/2020
Germany,Germany,16,0,0,13/02/2020 19:24,13/02/2020
Vietnam,Vietnam,15,3,0,13/02/2020 19:24,13/02/2020
Australia,Australia,15,5,0,13/02/2020 19:24,13/02/2020
United States of America,United States of America,14,3,0,13/02/2020 19:24,13/02/2020
France,France,11,0,0,13/02/2020 19:24,13/02/2020
United Kingdom,United Kingdom,9,0,0,13/02/2020 19:24,13/02/2020
United Arab Emirates,United Arab Emirates,8,1,0,13/02/2020 19:24,13/02/2020
Canada,Canada,7,2,0,13/02/2020 19:24,13/02/2020
India,India,3,0,0,13/02/2020 19:24,13/02/2020
Philippines,Philippines,3,1,1,13/02/2020 19:24,13/02/2020
Russia,Russia,2,0,0,13/02/2020 19:24,13/02/2020
Spain,Spain,2,0,0,13/02/2020 19:24,13/02/2020
Nepal,Nepal,1,0,0,13/02/2020 19:24,13/02/2020
Kampuchea (Cambodia ),Kampuchea (Cambodia ),1,1,0,13/02/2020 19:24,13/02/2020
SriLanka,SriLanka,1,0,0,13/02/2020 19:24,13/02/2020
Finland,Finland,1,1,0,13/02/2020 19:24,13/02/2020
Sweden,Sweden,1,0,0,13/02/2020 19:24,13/02/2020
Belgium,Belgium,1,0,0,13/02/2020 19:24,13/02/2020
Malaysia,Malaysia,19,3,0,13/02/2020 18:50,13/02/2020
Japan,Japan,247,9,0,13/02/2020 18:26,13/02/2020
Singapore,Singapore,50,15,0,13/02/2020 18:26,13/02/2020
Thailand,Thailand,33,10,0,13/02/2020 18:26,13/02/2020
Korea,Korea,28,7,0,13/02/2020 18:26,13/02/2020
Malaysia,Malaysia,18,3,0,13/02/2020 18:26,13/02/2020
Germany,Germany,16,0,0,13/02/2020 18:26,13/02/2020
Vietnam,Vietnam,15,3,0,13/02/2020 18:26,13/02/2020
